Date,State/Union_Territory,Total Dose
28-03-2021,Gujarat,90736
29-03-2021,Gujarat,18108
30-03-2021,Gujarat,213716
31-03-2021,Gujarat,216625
01-04-2021,Gujarat,282116
02-04-2021,Gujarat,516471
03-04-2021,Gujarat,384430
04-04-2021,Gujarat,474633
05-04-2021,Gujarat,271750
06-04-2021,Gujarat,202939
07-04-2021,Gujarat,320905
08-04-2021,Gujarat,364539
09-04-2021,Gujarat,299505
10-04-2021,Gujarat,283022
11-04-2021,Gujarat,202981
12-04-2021,Gujarat,238654
13-04-2021,Gujarat,205845
14-04-2021,Gujarat,163429
15-04-2021,Gujarat,159902
16-04-2021,Gujarat,138611
17-04-2021,Gujarat,171508
18-04-2021,Gujarat,113756
19-04-2021,Gujarat,169564
20-04-2021,Gujarat,186351
21-04-2021,Gujarat,131356
22-04-2021,Gujarat,160241
23-04-2021,Gujarat,168048
24-04-2021,Gujarat,170125
25-04-2021,Gujarat,101612
26-04-2021,Gujarat,182971
27-04-2021,Gujarat,180421
28-04-2021,Gujarat,152628
29-04-2021,Gujarat,197508
30-04-2021,Gujarat,206365
01-05-2021,Gujarat,221635
02-05-2021,Gujarat,123635
03-05-2021,Gujarat,163086
04-05-2021,Gujarat,128047
05-05-2021,Gujarat,173039
06-05-2021,Gujarat,206616
07-05-2021,Gujarat,206672
08-05-2021,Gujarat,200523
09-05-2021,Gujarat,155688
10-05-2021,Gujarat,264365
11-05-2021,Gujarat,309381
12-05-2021,Gujarat,157113
13-05-2021,Gujarat,208249
14-05-2021,Gujarat,44093
15-05-2021,Gujarat,35686
16-05-2021,Gujarat,30180
17-05-2021,Gujarat,280
