Date,State/Union_Territory,Total Dose
19-02-2021,Puducherry,1430
20-02-2021,Puducherry,927
21-02-2021,Puducherry,0
22-02-2021,Puducherry,233
23-02-2021,Puducherry,109
24-02-2021,Puducherry,156
25-02-2021,Puducherry,311
26-02-2021,Puducherry,655
27-02-2021,Puducherry,0
28-02-2021,Puducherry,0
01-03-2021,Puducherry,0
02-03-2021,Puducherry,658
03-03-2021,Puducherry,1175
04-03-2021,Puducherry,1262
05-03-2021,Puducherry,1484
06-03-2021,Puducherry,1348
07-03-2021,Puducherry,5
08-03-2021,Puducherry,1654
09-03-2021,Puducherry,-900
10-03-2021,Puducherry,1670
11-03-2021,Puducherry,1622
12-03-2021,Puducherry,1475
13-03-2021,Puducherry,1784
14-03-2021,Puducherry,40
15-03-2021,Puducherry,2163
16-03-2021,Puducherry,5442
17-03-2021,Puducherry,4533
18-03-2021,Puducherry,2949
19-03-2021,Puducherry,2574
20-03-2021,Puducherry,3636
21-03-2021,Puducherry,150
22-03-2021,Puducherry,2973
23-03-2021,Puducherry,3329
24-03-2021,Puducherry,4678
25-03-2021,Puducherry,2801
26-03-2021,Puducherry,2893
27-03-2021,Puducherry,2319
28-03-2021,Puducherry,190
29-03-2021,Puducherry,1991
30-03-2021,Puducherry,3974
31-03-2021,Puducherry,3627
01-04-2021,Puducherry,2338
02-04-2021,Puducherry,1255
03-04-2021,Puducherry,3594
04-04-2021,Puducherry,1805
05-04-2021,Puducherry,1559
06-04-2021,Puducherry,523
07-04-2021,Puducherry,1539
08-04-2021,Puducherry,2807
09-04-2021,Puducherry,2997
10-04-2021,Puducherry,3641
11-04-2021,Puducherry,6809
12-04-2021,Puducherry,11005
13-04-2021,Puducherry,14690
14-04-2021,Puducherry,8912
15-04-2021,Puducherry,10236
16-04-2021,Puducherry,9105
17-04-2021,Puducherry,6270
18-04-2021,Puducherry,1882
19-04-2021,Puducherry,3026
20-04-2021,Puducherry,2138
21-04-2021,Puducherry,2958
22-04-2021,Puducherry,2790
23-04-2021,Puducherry,2961
24-04-2021,Puducherry,2200
25-04-2021,Puducherry,583
26-04-2021,Puducherry,2865
27-04-2021,Puducherry,2656
28-04-2021,Puducherry,2911
29-04-2021,Puducherry,3150
30-04-2021,Puducherry,3906
01-05-2021,Puducherry,1704
02-05-2021,Puducherry,532
03-05-2021,Puducherry,2693
04-05-2021,Puducherry,2067
05-05-2021,Puducherry,2914
06-05-2021,Puducherry,3136
07-05-2021,Puducherry,3137
08-05-2021,Puducherry,2711
09-05-2021,Puducherry,511
10-05-2021,Puducherry,3618
11-05-2021,Puducherry,2503
12-05-2021,Puducherry,2097
13-05-2021,Puducherry,2765
14-05-2021,Puducherry,2597
15-05-2021,Puducherry,2644
16-05-2021,Puducherry,614
17-05-2021,Puducherry,1204
18-05-2021,Puducherry,969
19-05-2021,Puducherry,1016
20-05-2021,Puducherry,2650
21-05-2021,Puducherry,2323
22-05-2021,Puducherry,2349
23-05-2021,Puducherry,1501
24-05-2021,Puducherry,2803
25-05-2021,Puducherry,2561
26-05-2021,Puducherry,2744
27-05-2021,Puducherry,2828
28-05-2021,Puducherry,3255
29-05-2021,Puducherry,3284
30-05-2021,Puducherry,2174
31-05-2021,Puducherry,3560
01-06-2021,Puducherry,3332
02-06-2021,Puducherry,3392
03-06-2021,Puducherry,3275
04-06-2021,Puducherry,2865
05-06-2021,Puducherry,4359
06-06-2021,Puducherry,2540
07-06-2021,Puducherry,5349
08-06-2021,Puducherry,5812
09-06-2021,Puducherry,5399
10-06-2021,Puducherry,6165
11-06-2021,Puducherry,5746
12-06-2021,Puducherry,7182
13-06-2021,Puducherry,2488
14-06-2021,Puducherry,6795
15-06-2021,Puducherry,5668
16-06-2021,Puducherry,13426
17-06-2021,Puducherry,15827
18-06-2021,Puducherry,16324
19-06-2021,Puducherry,24857
20-06-2021,Puducherry,8543
21-06-2021,Puducherry,17899
22-06-2021,Puducherry,8792
23-06-2021,Puducherry,8819
24-06-2021,Puducherry,8315
25-06-2021,Puducherry,7332
26-06-2021,Puducherry,9662
27-06-2021,Puducherry,2411
28-06-2021,Puducherry,10696
29-06-2021,Puducherry,7381
30-06-2021,Puducherry,7489
01-07-2021,Puducherry,6067
02-07-2021,Puducherry,5296
03-07-2021,Puducherry,7514
04-07-2021,Puducherry,3164
05-07-2021,Puducherry,9587
06-07-2021,Puducherry,9497
07-07-2021,Puducherry,9475
08-07-2021,Puducherry,8457
09-07-2021,Puducherry,8410
10-07-2021,Puducherry,12054
11-07-2021,Puducherry,7613
12-07-2021,Puducherry,15603
13-07-2021,Puducherry,5656
14-07-2021,Puducherry,12829
15-07-2021,Puducherry,5297
16-07-2021,Puducherry,5736
17-07-2021,Puducherry,6019
18-07-2021,Puducherry,1454
19-07-2021,Puducherry,7063
20-07-2021,Puducherry,5833
21-07-2021,Puducherry,2423
22-07-2021,Puducherry,5076
23-07-2021,Puducherry,7011
24-07-2021,Puducherry,9625
25-07-2021,Puducherry,1018
26-07-2021,Puducherry,5487
27-07-2021,Puducherry,4143
28-07-2021,Puducherry,3935
29-07-2021,Puducherry,5770
30-07-2021,Puducherry,5486
31-07-2021,Puducherry,7159
01-08-2021,Puducherry,3134
02-08-2021,Puducherry,4109
03-08-2021,Puducherry,4073
04-08-2021,Puducherry,4666
05-08-2021,Puducherry,4245
06-08-2021,Puducherry,4355
07-08-2021,Puducherry,5007
08-08-2021,Puducherry,1508
09-08-2021,Puducherry,5040
10-08-2021,Puducherry,4135
11-08-2021,Puducherry,3513
12-08-2021,Puducherry,3542
13-08-2021,Puducherry,3534
14-08-2021,Puducherry,5428
15-08-2021,Puducherry,916
16-08-2021,Puducherry,2192
17-08-2021,Puducherry,3908
18-08-2021,Puducherry,3236
19-08-2021,Puducherry,2932
20-08-2021,Puducherry,1228
21-08-2021,Puducherry,2633
22-08-2021,Puducherry,1220
23-08-2021,Puducherry,4055
24-08-2021,Puducherry,3435
25-08-2021,Puducherry,3810
26-08-2021,Puducherry,3209
27-08-2021,Puducherry,3410
28-08-2021,Puducherry,5025
29-08-2021,Puducherry,1917
30-08-2021,Puducherry,4773
31-08-2021,Puducherry,4091
01-09-2021,Puducherry,4119
02-09-2021,Puducherry,3841
03-09-2021,Puducherry,5644
04-09-2021,Puducherry,7925
05-09-2021,Puducherry,1522
06-09-2021,Puducherry,4432
07-09-2021,Puducherry,3324
08-09-2021,Puducherry,3458
09-09-2021,Puducherry,3153
10-09-2021,Puducherry,1436
11-09-2021,Puducherry,7501
12-09-2021,Puducherry,2127
13-09-2021,Puducherry,7201
14-09-2021,Puducherry,5726
15-09-2021,Puducherry,6374
16-09-2021,Puducherry,5307
17-09-2021,Puducherry,16780
18-09-2021,Puducherry,2162
19-09-2021,Puducherry,3543
20-09-2021,Puducherry,11425
21-09-2021,Puducherry,9051
22-09-2021,Puducherry,9336
23-09-2021,Puducherry,9101
24-09-2021,Puducherry,8930
25-09-2021,Puducherry,11364
26-09-2021,Puducherry,3919
27-09-2021,Puducherry,11509
28-09-2021,Puducherry,8202
29-09-2021,Puducherry,7321
30-09-2021,Puducherry,6175
01-10-2021,Puducherry,6320
02-10-2021,Puducherry,4107
03-10-2021,Puducherry,2310
04-10-2021,Puducherry,7252
05-10-2021,Puducherry,2903
06-10-2021,Puducherry,4565
07-10-2021,Puducherry,4080
08-10-2021,Puducherry,5078
09-10-2021,Puducherry,5347
10-10-2021,Puducherry,1709
11-10-2021,Puducherry,5975
12-10-2021,Puducherry,4149
13-10-2021,Puducherry,2685
14-10-2021,Puducherry,723
15-10-2021,Puducherry,3354
16-10-2021,Puducherry,5392
17-10-2021,Puducherry,1419
18-10-2021,Puducherry,5784
19-10-2021,Puducherry,2319
20-10-2021,Puducherry,4541
21-10-2021,Puducherry,3710
22-10-2021,Puducherry,3455
23-10-2021,Puducherry,4189
24-10-2021,Puducherry,1174
25-10-2021,Puducherry,10157
26-10-2021,Puducherry,5807
27-10-2021,Puducherry,3748
28-10-2021,Puducherry,2878
29-10-2021,Puducherry,2260
30-10-2021,Puducherry,2843
31-10-2021,Puducherry,699
16-01-2021,Punjab,336
17-01-2021,Punjab,2
18-01-2021,Punjab,340
19-01-2021,Punjab,851
20-01-2021,Punjab,903
21-01-2021,Punjab,2348
22-01-2021,Punjab,4896
23-01-2021,Punjab,6843
24-01-2021,Punjab,1193
25-01-2021,Punjab,8305
26-01-2021,Punjab,196
27-01-2021,Punjab,6908
28-01-2021,Punjab,6390
29-01-2021,Punjab,2699
30-01-2021,Punjab,3438
31-01-2021,Punjab,90
01-02-2021,Punjab,2165
02-02-2021,Punjab,1760
03-02-2021,Punjab,2578
04-02-2021,Punjab,3967
05-02-2021,Punjab,4670
06-02-2021,Punjab,3521
07-02-2021,Punjab,2
08-02-2021,Punjab,5849
09-02-2021,Punjab,5601
10-02-2021,Punjab,4499
11-02-2021,Punjab,5561
12-02-2021,Punjab,4101
13-02-2021,Punjab,2038
14-02-2021,Punjab,0
15-02-2021,Punjab,5131
16-02-2021,Punjab,5077
17-02-2021,Punjab,4021
18-02-2021,Punjab,1470
19-02-2021,Punjab,14777
20-02-2021,Punjab,6473
21-02-2021,Punjab,511
22-02-2021,Punjab,10804
23-02-2021,Punjab,9230
24-02-2021,Punjab,9088
25-02-2021,Punjab,13965
26-02-2021,Punjab,9096
27-02-2021,Punjab,0
28-02-2021,Punjab,0
01-03-2021,Punjab,0
02-03-2021,Punjab,17328
03-03-2021,Punjab,12441
04-03-2021,Punjab,12924
05-03-2021,Punjab,16114
06-03-2021,Punjab,13847
07-03-2021,Punjab,1511
08-03-2021,Punjab,19901
09-03-2021,Punjab,-28920
10-03-2021,Punjab,16493
11-03-2021,Punjab,6397
12-03-2021,Punjab,20254
13-03-2021,Punjab,18584
14-03-2021,Punjab,2481
15-03-2021,Punjab,24596
16-03-2021,Punjab,75436
17-03-2021,Punjab,55023
18-03-2021,Punjab,30238
19-03-2021,Punjab,33916
20-03-2021,Punjab,37555
21-03-2021,Punjab,10963
22-03-2021,Punjab,34489
23-03-2021,Punjab,36081
24-03-2021,Punjab,32328
25-03-2021,Punjab,37367
26-03-2021,Punjab,35962
27-03-2021,Punjab,47198
28-03-2021,Punjab,19712
29-03-2021,Punjab,20464
30-03-2021,Punjab,50593
31-03-2021,Punjab,51565
01-04-2021,Punjab,59887
02-04-2021,Punjab,72410
03-04-2021,Punjab,75683
04-04-2021,Punjab,85460
05-04-2021,Punjab,72278
06-04-2021,Punjab,43919
07-04-2021,Punjab,115116
08-04-2021,Punjab,101576
09-04-2021,Punjab,101662
10-04-2021,Punjab,97015
11-04-2021,Punjab,75374
12-04-2021,Punjab,93768
13-04-2021,Punjab,63668
14-04-2021,Punjab,77976
15-04-2021,Punjab,84683
16-04-2021,Punjab,96344
17-04-2021,Punjab,90894
18-04-2021,Punjab,65824
19-04-2021,Punjab,89449
20-04-2021,Punjab,87217
21-04-2021,Punjab,62917
22-04-2021,Punjab,57291
23-04-2021,Punjab,96941
24-04-2021,Punjab,112381
25-04-2021,Punjab,70769
26-04-2021,Punjab,90605
27-04-2021,Punjab,45789
28-04-2021,Punjab,79973
29-04-2021,Punjab,81460
30-04-2021,Punjab,101217
01-05-2021,Punjab,71536
02-05-2021,Punjab,32908
03-05-2021,Punjab,36554
04-05-2021,Punjab,20922
05-05-2021,Punjab,80037
06-05-2021,Punjab,81988
07-05-2021,Punjab,72943
08-05-2021,Punjab,68773
09-05-2021,Punjab,41056
10-05-2021,Punjab,81064
11-05-2021,Punjab,83493
12-05-2021,Punjab,52364
13-05-2021,Punjab,39850
14-05-2021,Punjab,18715
15-05-2021,Punjab,18883
16-05-2021,Punjab,5506
17-05-2021,Punjab,9097
18-05-2021,Punjab,8243
19-05-2021,Punjab,21342
20-05-2021,Punjab,38453
21-05-2021,Punjab,37679
22-05-2021,Punjab,54577
23-05-2021,Punjab,25375
24-05-2021,Punjab,27271
25-05-2021,Punjab,26463
26-05-2021,Punjab,32116
27-05-2021,Punjab,24010
28-05-2021,Punjab,19456
29-05-2021,Punjab,43991
30-05-2021,Punjab,33846
31-05-2021,Punjab,36671
01-06-2021,Punjab,35948
02-06-2021,Punjab,36951
03-06-2021,Punjab,37078
04-06-2021,Punjab,60006
05-06-2021,Punjab,63044
06-06-2021,Punjab,39699
07-06-2021,Punjab,50212
08-06-2021,Punjab,48168
09-06-2021,Punjab,31616
10-06-2021,Punjab,28565
11-06-2021,Punjab,52659
12-06-2021,Punjab,63900
13-06-2021,Punjab,32503
14-06-2021,Punjab,27171
15-06-2021,Punjab,30918
16-06-2021,Punjab,22101
17-06-2021,Punjab,27977
18-06-2021,Punjab,28790
19-06-2021,Punjab,28956
20-06-2021,Punjab,37363
21-06-2021,Punjab,99107
22-06-2021,Punjab,125037
23-06-2021,Punjab,89219
24-06-2021,Punjab,108021
25-06-2021,Punjab,127845
26-06-2021,Punjab,141962
27-06-2021,Punjab,68496
28-06-2021,Punjab,48023
29-06-2021,Punjab,35278
30-06-2021,Punjab,26603
01-07-2021,Punjab,21750
02-07-2021,Punjab,32127
03-07-2021,Punjab,547909
04-07-2021,Punjab,123457
05-07-2021,Punjab,52721
06-07-2021,Punjab,25202
07-07-2021,Punjab,194992
08-07-2021,Punjab,27229
09-07-2021,Punjab,14126
10-07-2021,Punjab,55139
11-07-2021,Punjab,28673
12-07-2021,Punjab,203122
13-07-2021,Punjab,45387
14-07-2021,Punjab,132954
15-07-2021,Punjab,25225
16-07-2021,Punjab,180374
17-07-2021,Punjab,33029
18-07-2021,Punjab,5970
19-07-2021,Punjab,13937
20-07-2021,Punjab,10558
21-07-2021,Punjab,194931
22-07-2021,Punjab,60829
23-07-2021,Punjab,23763
24-07-2021,Punjab,124067
25-07-2021,Punjab,24871
26-07-2021,Punjab,28735
27-07-2021,Punjab,18870
28-07-2021,Punjab,95201
29-07-2021,Punjab,114342
30-07-2021,Punjab,141093
31-07-2021,Punjab,262420
01-08-2021,Punjab,459229
02-08-2021,Punjab,77259
03-08-2021,Punjab,66498
04-08-2021,Punjab,36509
05-08-2021,Punjab,32384
06-08-2021,Punjab,26894
07-08-2021,Punjab,209763
08-08-2021,Punjab,76954
09-08-2021,Punjab,150294
10-08-2021,Punjab,44833
11-08-2021,Punjab,153214
12-08-2021,Punjab,92700
13-08-2021,Punjab,170325
14-08-2021,Punjab,172315
15-08-2021,Punjab,166947
16-08-2021,Punjab,197796
17-08-2021,Punjab,80954
18-08-2021,Punjab,243690
19-08-2021,Punjab,232149
20-08-2021,Punjab,55445
21-08-2021,Punjab,253659
22-08-2021,Punjab,18361
23-08-2021,Punjab,84832
24-08-2021,Punjab,339481
25-08-2021,Punjab,115312
26-08-2021,Punjab,290452
27-08-2021,Punjab,114987
28-08-2021,Punjab,65658
29-08-2021,Punjab,43292
30-08-2021,Punjab,56606
31-08-2021,Punjab,267691
01-09-2021,Punjab,211874
02-09-2021,Punjab,329902
03-09-2021,Punjab,145563
04-09-2021,Punjab,343231
05-09-2021,Punjab,241935
06-09-2021,Punjab,152488
07-09-2021,Punjab,110579
08-09-2021,Punjab,257775
09-09-2021,Punjab,345347
10-09-2021,Punjab,185730
11-09-2021,Punjab,200339
12-09-2021,Punjab,93253
13-09-2021,Punjab,232905
14-09-2021,Punjab,147348
15-09-2021,Punjab,59503
16-09-2021,Punjab,562743
17-09-2021,Punjab,424793
18-09-2021,Punjab,110712
19-09-2021,Punjab,97996
20-09-2021,Punjab,129536
21-09-2021,Punjab,78289
22-09-2021,Punjab,53669
23-09-2021,Punjab,436920
24-09-2021,Punjab,195950
25-09-2021,Punjab,435535
26-09-2021,Punjab,125481
27-09-2021,Punjab,67049
28-09-2021,Punjab,84752
29-09-2021,Punjab,60001
30-09-2021,Punjab,64920
01-10-2021,Punjab,57007
02-10-2021,Punjab,19949
03-10-2021,Punjab,10984
04-10-2021,Punjab,237202
05-10-2021,Punjab,223585
06-10-2021,Punjab,98125
07-10-2021,Punjab,102247
08-10-2021,Punjab,144020
09-10-2021,Punjab,163026
10-10-2021,Punjab,47125
11-10-2021,Punjab,114228
12-10-2021,Punjab,103517
13-10-2021,Punjab,79754
14-10-2021,Punjab,130388
15-10-2021,Punjab,11823
16-10-2021,Punjab,107936
17-10-2021,Punjab,24219
18-10-2021,Punjab,99572
19-10-2021,Punjab,122338
20-10-2021,Punjab,23350
21-10-2021,Punjab,117314
22-10-2021,Punjab,73962
23-10-2021,Punjab,98109
24-10-2021,Punjab,10291
25-10-2021,Punjab,71638
26-10-2021,Punjab,102976
27-10-2021,Punjab,46365
28-10-2021,Punjab,74905
29-10-2021,Punjab,47021
30-10-2021,Punjab,71516
31-10-2021,Punjab,8738
16-01-2021,Rajasthan,3285
17-01-2021,Rajasthan,170
18-01-2021,Rajasthan,582
19-01-2021,Rajasthan,8985
20-01-2021,Rajasthan,124
21-01-2021,Rajasthan,459
22-01-2021,Rajasthan,10940
23-01-2021,Rajasthan,23370
24-01-2021,Rajasthan,26812
25-01-2021,Rajasthan,66518
26-01-2021,Rajasthan,282
27-01-2021,Rajasthan,77304
28-01-2021,Rajasthan,21046
29-01-2021,Rajasthan,62388
30-01-2021,Rajasthan,5658
31-01-2021,Rajasthan,1642
01-02-2021,Rajasthan,3756
02-02-2021,Rajasthan,6031
03-02-2021,Rajasthan,23913
04-02-2021,Rajasthan,21187
05-02-2021,Rajasthan,27686
06-02-2021,Rajasthan,42644
07-02-2021,Rajasthan,1602
08-02-2021,Rajasthan,25755
09-02-2021,Rajasthan,5221
10-02-2021,Rajasthan,67099
11-02-2021,Rajasthan,31706
12-02-2021,Rajasthan,16221
13-02-2021,Rajasthan,3184
14-02-2021,Rajasthan,540
15-02-2021,Rajasthan,25383
16-02-2021,Rajasthan,14988
17-02-2021,Rajasthan,121001
18-02-2021,Rajasthan,-15077
19-02-2021,Rajasthan,57831
20-02-2021,Rajasthan,19827
21-02-2021,Rajasthan,14
22-02-2021,Rajasthan,26417
23-02-2021,Rajasthan,29691
24-02-2021,Rajasthan,53702
25-02-2021,Rajasthan,19925
26-02-2021,Rajasthan,70608
27-02-2021,Rajasthan,0
28-02-2021,Rajasthan,2
01-03-2021,Rajasthan,0
02-03-2021,Rajasthan,203438
03-03-2021,Rajasthan,209909
04-03-2021,Rajasthan,108590
05-03-2021,Rajasthan,251130
06-03-2021,Rajasthan,240564
07-03-2021,Rajasthan,13099
08-03-2021,Rajasthan,188458
09-03-2021,Rajasthan,-265115
10-03-2021,Rajasthan,124917
11-03-2021,Rajasthan,4354
12-03-2021,Rajasthan,174192
13-03-2021,Rajasthan,182552
14-03-2021,Rajasthan,9646
15-03-2021,Rajasthan,192890
16-03-2021,Rajasthan,573950
17-03-2021,Rajasthan,401767
18-03-2021,Rajasthan,61636
19-03-2021,Rajasthan,250560
20-03-2021,Rajasthan,243617
21-03-2021,Rajasthan,38886
22-03-2021,Rajasthan,176458
23-03-2021,Rajasthan,245770
24-03-2021,Rajasthan,222337
25-03-2021,Rajasthan,72148
26-03-2021,Rajasthan,209291
27-03-2021,Rajasthan,187774
28-03-2021,Rajasthan,8364
29-03-2021,Rajasthan,-9
30-03-2021,Rajasthan,92989
31-03-2021,Rajasthan,135664
01-04-2021,Rajasthan,170052
02-04-2021,Rajasthan,339750
03-04-2021,Rajasthan,289839
04-04-2021,Rajasthan,432380
05-04-2021,Rajasthan,338575
06-04-2021,Rajasthan,315388
07-04-2021,Rajasthan,692889
08-04-2021,Rajasthan,653456
09-04-2021,Rajasthan,439887
10-04-2021,Rajasthan,321133
11-04-2021,Rajasthan,151962
12-04-2021,Rajasthan,208817
13-04-2021,Rajasthan,155883
14-04-2021,Rajasthan,143343
15-04-2021,Rajasthan,134085
16-04-2021,Rajasthan,164999
17-04-2021,Rajasthan,173569
18-04-2021,Rajasthan,186917
19-04-2021,Rajasthan,306934
20-04-2021,Rajasthan,260210
21-04-2021,Rajasthan,198834
22-04-2021,Rajasthan,185731
23-04-2021,Rajasthan,174953
24-04-2021,Rajasthan,197282
25-04-2021,Rajasthan,140610
26-04-2021,Rajasthan,194104
27-04-2021,Rajasthan,118115
28-04-2021,Rajasthan,151500
29-04-2021,Rajasthan,124844
30-04-2021,Rajasthan,85659
01-05-2021,Rajasthan,62361
02-05-2021,Rajasthan,89100
03-05-2021,Rajasthan,177660
04-05-2021,Rajasthan,146113
05-05-2021,Rajasthan,129140
06-05-2021,Rajasthan,110597
07-05-2021,Rajasthan,154574
08-05-2021,Rajasthan,195100
09-05-2021,Rajasthan,91398
10-05-2021,Rajasthan,196171
11-05-2021,Rajasthan,252498
12-05-2021,Rajasthan,184859
13-05-2021,Rajasthan,122993
14-05-2021,Rajasthan,57437
15-05-2021,Rajasthan,143533
16-05-2021,Rajasthan,114466
17-05-2021,Rajasthan,164980
18-05-2021,Rajasthan,129889
19-05-2021,Rajasthan,80621
20-05-2021,Rajasthan,84493
21-05-2021,Rajasthan,109111
22-05-2021,Rajasthan,125461
23-05-2021,Rajasthan,91515
24-05-2021,Rajasthan,150082
25-05-2021,Rajasthan,101394
26-05-2021,Rajasthan,79541
27-05-2021,Rajasthan,62396
28-05-2021,Rajasthan,125416
29-05-2021,Rajasthan,204946
30-05-2021,Rajasthan,105865
31-05-2021,Rajasthan,150673
01-06-2021,Rajasthan,107700
02-06-2021,Rajasthan,116683
03-06-2021,Rajasthan,93445
04-06-2021,Rajasthan,154751
05-06-2021,Rajasthan,173181
06-06-2021,Rajasthan,81084
07-06-2021,Rajasthan,128836
08-06-2021,Rajasthan,168668
09-06-2021,Rajasthan,444162
10-06-2021,Rajasthan,347696
11-06-2021,Rajasthan,460189
12-06-2021,Rajasthan,314265
13-06-2021,Rajasthan,114562
14-06-2021,Rajasthan,174001
15-06-2021,Rajasthan,94781
16-06-2021,Rajasthan,52368
17-06-2021,Rajasthan,243756
18-06-2021,Rajasthan,344380
19-06-2021,Rajasthan,238430
20-06-2021,Rajasthan,368907
21-06-2021,Rajasthan,474868
22-06-2021,Rajasthan,426031
23-06-2021,Rajasthan,358968
24-06-2021,Rajasthan,216632
25-06-2021,Rajasthan,954494
26-06-2021,Rajasthan,317973
27-06-2021,Rajasthan,264151
28-06-2021,Rajasthan,187466
29-06-2021,Rajasthan,110157
30-06-2021,Rajasthan,182130
01-07-2021,Rajasthan,71180
02-07-2021,Rajasthan,85471
03-07-2021,Rajasthan,778411
04-07-2021,Rajasthan,103542
05-07-2021,Rajasthan,51796
06-07-2021,Rajasthan,26788
07-07-2021,Rajasthan,89286
08-07-2021,Rajasthan,185383
09-07-2021,Rajasthan,76377
10-07-2021,Rajasthan,132096
11-07-2021,Rajasthan,79107
12-07-2021,Rajasthan,38576
13-07-2021,Rajasthan,415396
14-07-2021,Rajasthan,578888
15-07-2021,Rajasthan,57257
16-07-2021,Rajasthan,141145
17-07-2021,Rajasthan,698237
18-07-2021,Rajasthan,388072
19-07-2021,Rajasthan,276386
20-07-2021,Rajasthan,107674
21-07-2021,Rajasthan,333231
22-07-2021,Rajasthan,476288
23-07-2021,Rajasthan,195964
24-07-2021,Rajasthan,81662
25-07-2021,Rajasthan,176440
26-07-2021,Rajasthan,225117
27-07-2021,Rajasthan,244039
28-07-2021,Rajasthan,463773
29-07-2021,Rajasthan,441724
30-07-2021,Rajasthan,289543
31-07-2021,Rajasthan,428725
01-08-2021,Rajasthan,345747
02-08-2021,Rajasthan,483226
03-08-2021,Rajasthan,326613
04-08-2021,Rajasthan,335457
05-08-2021,Rajasthan,238699
06-08-2021,Rajasthan,421940
07-08-2021,Rajasthan,334566
08-08-2021,Rajasthan,128054
09-08-2021,Rajasthan,300740
10-08-2021,Rajasthan,291485
11-08-2021,Rajasthan,296733
12-08-2021,Rajasthan,386170
13-08-2021,Rajasthan,541605
14-08-2021,Rajasthan,615686
15-08-2021,Rajasthan,42319
16-08-2021,Rajasthan,521713
17-08-2021,Rajasthan,341050
18-08-2021,Rajasthan,97496
19-08-2021,Rajasthan,342134
20-08-2021,Rajasthan,435254
21-08-2021,Rajasthan,435195
22-08-2021,Rajasthan,19963
23-08-2021,Rajasthan,216125
24-08-2021,Rajasthan,631318
25-08-2021,Rajasthan,533038
26-08-2021,Rajasthan,599916
27-08-2021,Rajasthan,501227
28-08-2021,Rajasthan,415193
29-08-2021,Rajasthan,1063115
30-08-2021,Rajasthan,198544
31-08-2021,Rajasthan,884739
01-09-2021,Rajasthan,659833
02-09-2021,Rajasthan,290157
03-09-2021,Rajasthan,191400
04-09-2021,Rajasthan,705656
05-09-2021,Rajasthan,164790
06-09-2021,Rajasthan,235639
07-09-2021,Rajasthan,313471
08-09-2021,Rajasthan,839497
09-09-2021,Rajasthan,469289
10-09-2021,Rajasthan,771519
11-09-2021,Rajasthan,270263
12-09-2021,Rajasthan,96988
13-09-2021,Rajasthan,401471
14-09-2021,Rajasthan,510167
15-09-2021,Rajasthan,495292
16-09-2021,Rajasthan,339518
17-09-2021,Rajasthan,1654376
18-09-2021,Rajasthan,255978
19-09-2021,Rajasthan,105318
20-09-2021,Rajasthan,178965
21-09-2021,Rajasthan,158091
22-09-2021,Rajasthan,109765
23-09-2021,Rajasthan,45665
24-09-2021,Rajasthan,492136
25-09-2021,Rajasthan,351308
26-09-2021,Rajasthan,9577
27-09-2021,Rajasthan,192342
28-09-2021,Rajasthan,233044
29-09-2021,Rajasthan,405687
30-09-2021,Rajasthan,334511
01-10-2021,Rajasthan,297648
02-10-2021,Rajasthan,234217
03-10-2021,Rajasthan,59559
04-10-2021,Rajasthan,121943
05-10-2021,Rajasthan,209792
06-10-2021,Rajasthan,610249
07-10-2021,Rajasthan,101360
08-10-2021,Rajasthan,455883
09-10-2021,Rajasthan,479805
10-10-2021,Rajasthan,270970
11-10-2021,Rajasthan,282662
12-10-2021,Rajasthan,269132
13-10-2021,Rajasthan,98829
14-10-2021,Rajasthan,176500
15-10-2021,Rajasthan,171416
16-10-2021,Rajasthan,371005
17-10-2021,Rajasthan,100060
18-10-2021,Rajasthan,267998
19-10-2021,Rajasthan,126321
20-10-2021,Rajasthan,218231
21-10-2021,Rajasthan,158459
22-10-2021,Rajasthan,189531
23-10-2021,Rajasthan,140174
24-10-2021,Rajasthan,18743
25-10-2021,Rajasthan,144692
26-10-2021,Rajasthan,165778
27-10-2021,Rajasthan,76040
28-10-2021,Rajasthan,248355
29-10-2021,Rajasthan,249178
30-10-2021,Rajasthan,202895
31-10-2021,Rajasthan,44225
16-01-2021,Sikkim,7
17-01-2021,Sikkim,0
18-01-2021,Sikkim,0
19-01-2021,Sikkim,31
20-01-2021,Sikkim,24
21-01-2021,Sikkim,124
22-01-2021,Sikkim,110
23-01-2021,Sikkim,3
24-01-2021,Sikkim,10
25-01-2021,Sikkim,168
26-01-2021,Sikkim,13
27-01-2021,Sikkim,474
28-01-2021,Sikkim,467
29-01-2021,Sikkim,276
30-01-2021,Sikkim,0
31-01-2021,Sikkim,2
01-02-2021,Sikkim,146
02-02-2021,Sikkim,481
03-02-2021,Sikkim,748
04-02-2021,Sikkim,839
05-02-2021,Sikkim,934
06-02-2021,Sikkim,232
07-02-2021,Sikkim,1
08-02-2021,Sikkim,636
09-02-2021,Sikkim,927
10-02-2021,Sikkim,825
11-02-2021,Sikkim,544
12-02-2021,Sikkim,19
13-02-2021,Sikkim,1
14-02-2021,Sikkim,0
15-02-2021,Sikkim,210
16-02-2021,Sikkim,754
17-02-2021,Sikkim,708
18-02-2021,Sikkim,625
19-02-2021,Sikkim,1654
20-02-2021,Sikkim,928
21-02-2021,Sikkim,0
22-02-2021,Sikkim,1629
23-02-2021,Sikkim,1596
24-02-2021,Sikkim,1310
25-02-2021,Sikkim,1079
26-02-2021,Sikkim,577
27-02-2021,Sikkim,0
28-02-2021,Sikkim,0
01-03-2021,Sikkim,0
02-03-2021,Sikkim,1879
